,l3.1,l3.2,l11.1,l11.2
PSMD3,76.8337,77.3964,76.9427,77.7845
PSMD4,188.724,179.521,184.839,185.365
PSMD4P1,0,0,0,0
PSMD5,0.0959182,0.121412,0.147803,0.0461281
PSMD6,126.184,124.113,122.548,118.859
PSMD6-AS1,0.54952,1.02648,0,0.824682
PSMD6-AS2,2.15431,1.45118,1.86111,1.91241
PSMD7,111.357,119.933,128.925,130.87
PSMD7-DT,1.47248,0.188219,0.263208,0.476313
PSMD7P1,0,0,0,0
PSMD8,198.784,205.139,185.33,182.389
PSMD8P1,0,0,0,0
PSMD9,64.8797,65.0053,66.4122,63.9819
PSME1,33.536,37.8597,35.1136,40.5083
PSME2,53.0138,60.2216,64.7419,57.7775
PSME2P1,0,0,0,0
PSME2P2,0,0,0,0
PSME2P3,0,0,0.122305,0
PSME2P4,0,0,0,0
PSME2P5,0,0,0,0
PSME2P6,0,0,0,0
PSME3,105.676,95.0879,108.519,109.035
PSME3IP1,66.9671,77.6468,94.6724,93.0816
PSME4,20.899,18.7767,21.7693,26.0263
PSMF1,132.237,125.361,148.059,153.829
PSMG1,124.687,116.48,123.667,126.917
PSMG2,38.5023,33.6872,42.8855,39.9786
PSMG3,102.971,95.1097,96.4242,96.815
PSMG3-AS1,2.48003,1.64658,1.82732,3.43391
PSMG4,37.6914,33.0468,33.4647,31.7809
PSORS1C1,0.167923,0.0573325,0.456578,0
PSORS1C2,0,0,0,0
PSORS1C3,0,0,0,0
PSPC1,39.0188,39.3779,39.2658,40.1178
PSPC1-AS2,0.575992,0,0.314355,1.07385
PSPC1P1,0,0,0,0.192425
PSPC1P2,0,0,0,0
PSPH,41.9295,44.6147,42.5056,35.8008
PSPHP1,0,0,0,0
PSPN,0.494651,0.460475,0.445181,0.611674
PSRC1,36.4448,39.0669,41.1636,41.1369
PSTK,14.1157,14.484,13.8501,13.5729
PSTPIP1,0,0,0.184499,0
PSTPIP2,8.4176,7.97795,8.77658,8.29505
PTAFR,0.3143,0.283087,0.303046,0.469891
PTAR1,8.822,8.42584,9.4229,10.0334
PTBP1,378.767,368.401,373.811,405.718
PTBP1P,0,0,0,0
PTBP2,26.0795,22.5048,23.9287,25.1598
PTBP3,14.9834,13.2402,16.8816,15.1261
PTCD1,6.87143,7.96468,8.38104,7.8494
PTCD2,6.48928,5.93914,5.49216,6.9185
PTCD2P1,0,0,0,0
PTCD2P2,0,0,0,0
PTCD3,75.173,64.0144,73.7779,66.6274
PTCH1,12.1924,8.79222,15.2224,13.2067
PTCH2,0.872013,0.403871,0.749598,0.646063
PTCHD1,0.0339603,0.0501917,0.0372742,0.131641
PTCHD1-AS,0,0,0,0
PTCHD3,0,0,0,0
PTCHD3P1,0,0,0,0
PTCHD3P2,0,0,0,0
PTCHD3P3,0,0,0,0
PTCHD4,0.0240918,0.0145163,0.0334789,0.0350724
PTCRA,0,0,0,0.126465
PTCSC1,0,0,0,0.0297568
PTCSC2,0.105183,0.45048,0.542092,0.167048
PTCSC3,0.268667,0.147818,0,0.212241
PTDSS1,86.8034,90.4671,92.4811,87.6765
PTDSS2,29.3677,27.791,36.7226,35.7859
PTEN,27.0344,24.2726,32.6258,32.9074
PTENP1,1.39783,0.699378,0.941377,0.758327
PTENP1-AS,0.891408,0.873699,0.79884,0.647529
PTER,8.33988,8.10351,8.80383,7.91234
PTF1A,0.251576,0.993563,0.691825,0.215818
PTGDR,0,0,0,0
PTGDR2,0.113576,0.163106,0.0747651,0.0546488
PTGDS,0.186328,0.380865,0.293585,0.720701
PTGER1,0.0494329,0.089111,0,0.119407
PTGER2,1.30118,0.773283,1.27008,0.647706
PTGER3,0.13671,0.0648464,0.262756,0.0760503
PTGER4,0.760161,0.220282,0.764759,0.468613
PTGER4P2,0.606208,0.470034,1.04463,0
PTGER4P2-CDK2AP2P2,0.593066,0.598875,0.695668,0.339614
PTGES,0.301895,0.420039,0.623043,0.303886
PTGES2,59.4471,66.4593,62.1125,60.3938
PTGES2-AS1,0.409267,0.234866,0.142662,0.493015
PTGES3,314.81,322.173,345.696,345.649
PTGES3L,1.06048,0.975095,0.690486,1.82814
PTGES3L-AARSD1,0.992653,0.85233,1.0988,1.60324
PTGES3P1,0,0,0,0
PTGES3P2,0,0,0,0
PTGES3P3,0,0,0,0
PTGES3P4,0,0,0,0
PTGES3P5,0,0,0,0
PTGFR,0.0295757,0.13158,0.0401072,0.0563006
PTGFRN,16.7427,16.4261,18.1562,17.9278
PTGIR,0.298357,0.327839,0.836297,0.601319
PTGIS,0.135829,0.283348,0.114823,0.164566
PTGR1,0.516478,0.186744,0.583332,0.592832
PTGR2,12.3438,14.2338,17.1069,17.0396
PTGS1,0.169287,0.0663039,0.0808366,0.0464638
PTGS2,0.681195,1.33402,0.746832,1.52058
PTH,0,0.0895042,0,0
PTH1R,0.702252,0.342451,0.715736,0.784772
PTH2,0,0,0.464314,0
PTH2R,0.0267421,0.0480357,0,0
PTHLH,1.257,1.76002,1.34964,2.33841
PTK2,35.1173,34.9978,43.1897,38.3885
PTK2B,1.97305,1.50493,3.48461,2.22353
PTK6,0.0276447,0.0247837,0,0
PTK7,23.3758,23.1641,29.8618,32.8588
PTMA,1688.15,1750.51,1828.34,1803.02
PTMAP10,0,0,0,0
PTMAP11,0,0,0,0.925107
PTMAP12,0,1.38298,0,0
PTMAP1,0,0,0,0
PTMAP15,0,0,0,0
PTMAP2,0,1.06487,0,0.480152
PTMAP3,0,0,0,0
PTMAP4,0,0,0,0
PTMAP5,0.186767,0.618444,0.478278,0.0754309
PTMAP6,0,0,0,0
PTMAP8,0,0,0,0
PTMAP9,0,0,0,0
PTMS,189.479,207.469,199.264,201.818
PTN,0.405301,0.96093,0.7704,0.565536
PTOV1,124.55,124.524,126.961,136.13
PTOV1-AS1,0.808484,0.963392,0.815957,0.820418
PTOV1-AS2,12.4935,16.1288,10.3082,12.4391
PTP4A1,55.159,62.9585,65.4669,60.8923
PTP4A1P1,0,0,0,0
PTP4A1P2,0,0,0,0
PTP4A1P3,0,0,0,0
PTP4A1P4,0,0,0,0
PTP4A1P5,0,0,0,0
PTP4A1P7,0,0,0,0
PTP4A2,190.752,197.416,214.643,191.738
PTP4A2P1,0.592303,0.724112,0.430648,1.21105
PTP4A2P2,0,0,0,0
PTP4A3,2.4261,2.59543,6.18576,3.6904
PTPA,46.5953,47.9245,48.863,49.6011
PTPDC1,4.1817,3.80632,4.39812,4.88883
PTPMT1,57.2909,49.7997,52.3744,48.0847
PTPN11,49.0693,46.8931,52.7349,54.7946
PTPN1,18.6778,19.621,20.5542,21.7109
PTPN12,19.809,19.6187,24.2177,22.2911
PTPN13,21.446,18.0491,19.4567,21.5835
PTPN14,5.09211,3.49331,3.73852,4.15658
PTPN18,24.9744,22.218,23.568,26.3596
PTPN20,0.0349736,0.0943539,0,0.0567887
PTPN21,4.04945,3.30102,3.60342,3.71993
PTPN22,0.0947675,0.0681463,0.169764,0.0760998
PTPN2,23.6837,23.0971,24.6963,23.8597
PTPN23,19.59,19.7078,22.0245,22.9042
PTPN23-DT,0.883353,1.17576,0.11626,0.596187
PTPN2P1,0,0,0,0
PTPN2P2,0,0,0,0
PTPN3,6.12488,4.6449,5.6244,6.34825
PTPN4,10.9176,8.28173,13.0762,11.6895
PTPN5,0.0937959,0.284941,0.205811,0.398746
PTPN6,0.402061,1.47211,0.193703,0.593001
PTPN7,0.206554,0.101122,0.5136,0.112811
PTPN9,15.819,14.7665,17.0055,16.6391
PTPRA,26.835,33.4962,29.8856,33.6591
PTPRB,0.167647,0.282501,0.437003,0.318123
PTPRC,0.172962,0.0699709,0.172967,0
PTPRCAP,0.988624,0.38838,0.119782,0.0160979
PTPRD,1.75424,1.49954,2.9059,2.86263
PTPRD-AS1,0.522604,0.168668,0.10071,0.527319
PTPRD-DT,0.0692416,0,0,0
PTPRE,0.064373,0.0607906,0.0963772,0.181987
PTPRF,35.0183,35.731,43.5837,39.0385
PTPRG,7.48357,5.52678,7.45471,8.15677
PTPRG-AS1,5.94185,5.92151,6.81235,4.83041
PTPRH,0.311921,0.201921,0.385845,0.493886
PTPRJ,2.47669,2.05254,3.84552,2.53443
PTPRJ-AS1,0,0,0,0
PTPRK,7.92133,8.27202,8.23066,8.80009
PTPRK-AS1,0,0,0,0
PTPRM,6.06676,4.31744,5.67905,2.8691
PTPRN,0.019598,0.0703274,0.251866,0.0235637
PTPRN2,0.081766,0.0977153,0.0149556,0.0327419
PTPRN2-AS1,0,0,0,0
PTPRO,0.586574,0.605965,0.269359,0.534122
PTPRQ,0.0154238,0,0,0
PTPRR,0.10504,0.240802,0.0432579,0.0475695
PTPRS,17.4872,18.4889,20.91,19.1974
PTPRT,0.0201287,0.0148994,0.00608995,0
PTPRT-DT,0,0.0875169,0,0.117246
PTPRU,20.5146,18.3207,27.1725,22.0807
PTPRVP,0.213241,0.0144336,0.102971,0.0689079
PTPRZ1,0.918634,0.745811,0.725966,1.12936
PTRH1,7.11826,6.83207,7.17433,4.55123
PTRH2,60.4301,50.7218,50.0041,53.0814
PTRHD1,43.5163,34.5317,37.3298,36.6993
PTS,41.6668,39.7355,39.5954,43.4044
PTTG1,162.772,155.547,149.417,148.876
PTTG1IP2,0,0,0,0
PTTG1IP,53.7319,51.5568,54.8785,54.8246
PTTG2,0,0.0991431,0,0
PTTG3P,0,0,0,0
PTTG4P,0,0,0,0
PTX3,1.93801,1.42029,1.81062,1.73029
PTX4,0.269963,0,0.0538082,0.273767
PUDP,5.92106,7.81885,6.67211,7.73096
PUDPP1,0,0,0,0
PUF60,108.246,109.953,107.117,123.265
PUM1,54.579,57.295,54.8442,62.2852
PUM2,17.1471,17.9261,20.7617,21.0257
PUM3,19.2056,22.2244,23.7357,23.2657
PURA,19.2428,18.7652,21.1292,16.7545
PURB,5.73401,4.53108,4.97627,5.4081
PURG,1.57861,1.67707,1.92315,2.1694
PURPL,23.7634,20.091,21.4431,24.8499
PUS10,4.6387,2.81036,3.51723,3.35738
PUS1,40.2291,39.0324,48.7785,44.6129
PUS3,18.003,20.9931,13.5832,18.8073
PUS7,23.4377,22.4175,22.8386,30.9623
PUS7L,5.50432,5.45805,6.77599,6.12724
PUSL1,48.873,49.1175,46.4169,44.3022
PVALB,3.3162,2.58327,2.10017,2.16165
PVALEF,0.107947,0,0,0
PVR,28.1724,27.495,29.7196,31.7609
PVRIG,0.952682,1.22766,0.832658,1.64269
PVRIG2P,6.93E-06,0,3.12117,0
PVT1,12.1216,12.2167,13.0994,13.8746
PWAR1,0,0,0,0
PWAR5,0,0.00453699,0,0
PWP1,59.1525,61.2944,55.6042,58.1499
PWP2,10.4783,16.0173,12.5497,13.5063
PWRN1,0,0,0,0.0925884
PWRN2,0,0,0,0
PWRN4,0.0502789,0,0,0
PWWP2A,14.4357,17.0811,14.0938,13.4554
PWWP2AP1,0,0,0,0
PWWP2B,4.94161,4.21964,4.75507,5.31078
PWWP3A,24.2774,22.4633,29.0026,25.294
PWWP3B,1.33397,1.22874,1.49968,0.954371
PWWP4,0,0,0,0
PXDC1,6.34673,5.97536,6.92915,6.7396
PXDN,8.86367,10.7433,12.9646,11.0556
PXDNL,0,0.0264848,0.0384453,0.0478946
PXK,18.8523,16.1963,16.8802,15.7746
PXMP2,29.6879,29.0725,32.0233,32.656
PXMP4,2.96387,2.29411,2.55867,3.21563
PXN,24.163,21.2457,25.5968,26.3344
PXN-AS1,7.2826,9.49027,6.48083,6.43406
PXT1,0,0.0290657,0.0709318,0.0389516
PXYLP1,7.69642,8.26655,8.50556,8.28722
PYCARD,0,0,0,0
PYCARD-AS1,0.265338,0.239794,0.145385,0.160643
PYCR1,128.856,140.326,137.478,141.574
PYCR2,122.503,122.789,111.831,108.223
PYCR3,13.0331,14.4184,13.1826,12.6646
PYDC1,0,0,0,0
PYGB,18.3044,17.2356,19.3192,21.6707
PYGL,140.027,143.525,166.445,148.887
PYGM,0.753483,1.10613,1.81254,1.01404
PYGO1,2.98778,2.65314,3.12887,3.51687
PYGO2,26.0155,23.698,23.8982,26.2656
PYHIN1,0.0412126,0,0,0
PYM1,27.0208,29.4961,28.3032,27.0908
PYROXD1,8.3342,9.28992,9.9201,7.06798
PYROXD2,1.921,2.57218,4.75544,4.64539
PYURF,40.805,41.6597,39.8921,36.9868
PYY,0.0694716,0,0.304468,0
PYY2,1.45501,0.428485,0.296822,0.984165
PZP,0,0,0,0
QARS1,202.162,181.131,189.384,192.503
QDPR,17.3892,19.674,19.7064,20.0183
QKI,75.3453,68.7925,72.1469,67.9071
QPCT,16.3734,15.5528,18.5141,20.4685
QPCTL,10.7379,11.4638,10.8419,10.1231
QPRT,51.5836,54.8785,59.9505,59.4739
QRFP,0,0,0,0
QRFPR,2.07192,1.41138,2.10263,1.66038
QRICH1,68.7177,65.1746,76.7138,75.0503
QRICH2,2.97179,3.16853,3.28195,3.70718
QRSL1,10.9685,10.2779,13.0718,10.6148
QRSL1P1,0,0,0,0
QRSL1P2,0,0,0,0
QRSL1P3,0,0,0,0
QSER1,16.1306,13.5214,15.2449,15.7372
QSOX1,11.0234,11.6139,14.7227,14.4886
QSOX2,12.7345,15.5804,15.7378,16.3871
QTRT1,50.4233,40.2651,40.4498,45.0114
QTRT2,39.4827,41.0692,42.8763,48.8311
R3HCC1,30.6824,26.0785,25.9562,29.9507
R3HCC1L,12.7691,13.2708,12.7458,11.734
R3HDM1,27.2116,31.6215,38.6846,41.088
R3HDM2,21.2447,20.9007,22.6752,22.6571
R3HDM2-DT,0.160958,0.590079,0.175914,0.790231
R3HDM2P1,0,0,0,0
R3HDM2P2,0,0,0,0
R3HDM4,32.523,28.871,30.2783,34.4335
R3HDML,0,0,0,0.0643807
R3HDML-AS1,0,0,0,0
RAB10,57.9566,59.1657,62.5915,63.6039
RAB11A,163.678,167.532,168.691,156.945
RAB11AP1,0,0,0,0
RAB11B,40.2803,41.9492,40.8706,42.3578
RAB11B-AS1,2.03452,2.78752,2.77975,2.80689
RAB11FIP1,8.26123,9.51522,11.9667,10.2955
RAB11FIP1P1,0,0,0,0
RAB11FIP2,8.42146,6.73452,12.4156,12.1704
RAB11FIP3,13.9876,13.293,19.2051,20.8821
RAB11FIP4,6.39633,5.6997,5.68857,8.06034
RAB11FIP5,6.95257,6.95498,8.35094,7.29541
RAB12,16.9052,17.2228,15.6929,17.2483
RAB13,49.9459,57.6739,54.8563,60.9146
RAB14,28.0924,25.7089,28.0658,31.634
RAB15,7.56486,8.54698,7.26764,8.26614
RAB17,0,0.221227,0,0
RAB18,34.0456,36.8315,36.586,31.7113
RAB19,0.0819203,0.0950796,0.205629,0.19351
RAB1A,74.5415,73.7718,75.25,70.2191
RAB1AP1,0,0,0,0
RAB1B,110.833,109.109,106.825,106.927
RAB1C,0,0,0,0
RAB20,2.48241,1.86355,3.02427,2.60816
RAB21,26.1854,32.2557,24.2147,27.2717
RAB22A,5.81582,5.01554,4.85782,3.99472
RAB23,8.97709,8.33008,9.29516,9.47986
RAB24,41.8788,48.3546,41.0427,43.7591
RAB25,0.463103,1.05798,0.13079,1.37919
RAB26,2.46867,2.94243,1.97194,3.18521
RAB27A,3.84713,4.8153,3.59221,4.55528
RAB27B,0.0270673,0.0242426,0.156089,0.0649855
RAB28,21.7292,22.8452,20.2816,19.5873
RAB28P5,0,0,0,0
RAB29,17.7817,20.9251,21.2996,21.2228
RAB2A,70.1903,62.6378,65.8344,60.8817
RAB2B,12.7426,15.953,17.946,15.7631
RAB30,2.49973,1.56979,2.94656,2.40011
RAB30-DT,23.6938,31.0993,18.0258,27.3467
RAB31,18.893,14.4547,18.2257,15.493
RAB32,9.04799,7.6221,10.5906,8.71777
RAB33A,0.711788,0.42972,0.173276,0.191903
RAB33B,4.29919,5.09024,4.84453,4.07917
RAB33B-AS1,1.78642,1.57392,1.58566,1.89451
RAB34,24.1979,27.5114,26.2866,29.4499
RAB35,27.8143,26.6426,31.5086,31.5125
RAB36,4.19977,3.07631,2.1564,3.30911
RAB37,0.156485,0.0373147,0.0508969,0.182993
RAB38,0.323398,0.512656,0.213536,0.35281
RAB39A,2.90533,2.77336,2.67502,3.67471
RAB39B,4.36257,5.00524,4.43319,3.89353
RAB3A,4.62327,4.81435,4.76533,4.71427
RAB3B,1.06918,1.19399,0.921087,1.38756
RAB3C,1.68988,1.9487,2.02228,2.16203
RAB3D,2.91849,2.99711,5.07942,3.1107
RAB3GAP1,23.7811,25.5815,25.4768,25.504
RAB3GAP2,17.0411,14.9256,16.4588,17.0631
RAB3IL1,3.67183,4.06384,3.72953,4.39516
RAB3IP,26.3063,25.5903,29.4172,31.2042
RAB40A,1.05059,1.27406,1.09246,1.0368
RAB40AL,0.494026,0.496062,0.460798,0.711277
RAB40B,15.8913,15.2755,11.8124,12.9087
RAB40C,11.2653,9.18416,11.6378,11.468
RAB41,0,0,0,0
RAB42,0.0350639,0,0.341166,0.0416753
RAB42P1,0,0,0,0
RAB43,1.42757,1.76173,2.52469,1.37679
RAB43P1,0,1.95903,1.40085,0
RAB44,0.0150696,0.0135097,0,0.0181066
RAB4A,63.2433,58.8276,64.5583,51.3588
RAB4B,6.04406,4.99763,6.62962,8.30954
RAB4B-EGLN2,0,0.121564,0,0.197876
RAB5A,18.5346,21.3481,21.8396,20.1583
RAB5B,32.3725,34.1535,32.911,28.6343
RAB5C,112.512,107.719,113.852,111.768
RAB5C-AS1,0.235667,0,0.257317,0
RAB5CP1,0,0,0,0
RAB5CP2,0,0,0,0
RAB5IF,82.5549,82.3824,80.5203,84.4629
RAB6A,41.6273,47.8487,49.3689,49.7217
RAB6B,8.78688,10.1585,11.1362,10.9206
RAB6C,0.165153,0.103738,0.208042,0.131603
RAB6C-AS1,0.729876,3.34282,0.558161,1.13187
RAB6D,0.540525,0.713224,0.688043,0.597614
RAB7A,149.484,142.469,151.069,143.785
RAB7B,0,0.0329146,0,0
RAB8A,46.0623,48.3445,56.009,53.8824
RAB8B,5.12151,6.03364,8.53829,7.44048
RAB9A,35.8443,32.8567,41.9883,35.2276
RAB9AP1,0,0,0,0
RAB9AP3,0,0,0,0
RAB9B,1.87956,1.51852,1.48271,1.95126
RAB9BP1,0,0,0,0
RABAC1,88.58,85.5112,80.2682,75.1611
RABEP1,38.3004,41.89,46.7808,42.6226
RABEP2,10.1508,9.91225,7.29472,10.2521
RABEPK,27.7867,27.0825,27.7326,25.3971
RABGAP1,15.373,12.1838,15.1233,13.2173
RABGAP1L,9.38689,8.31373,10.4571,8.61508
RABGAP1L-AS1,0,0,0,0
RABGAP1L-DT,2.51494,0.595453,1.84731,0.666341
RABGAP1L-IT1,0.345375,0,0,1.0087
RABGEF1,16.6585,15.3498,15.3425,15.3314
RABGEF1P1,17.6055,15.6956,16.1665,20.4215
RABGEF1P2,0.104477,0.234494,0,0
RABGEF1P3,0,0.321064,0,0.430141
RABGGTA,22.5014,19.8472,18.569,19.4561
RABGGTB,243.661,212.572,251.933,261.481
RABIF,7.87367,8.99533,8.31814,7.88644
RABL2A,16.08,15.8062,14.845,17.0501
RABL2B,26.0716,22.7144,24.3512,26.1275
RABL3,12.5487,10.5884,13.7442,13.8561
RABL6,88.0993,83.8588,91.3312,95.4885
RAC1,175.003,162.136,171.905,149.001
RAC1P1,0,0,0,0
RAC1P2,0,0,0,0
RAC1P3,0,0,0,0
RAC1P4,0,0,0,0
RAC1P5,0.150024,0,0,0
RAC1P7,0,0,0,0
RAC2,0.114225,0.279494,0.213328,0.170968
RAC3,182.738,182.719,175.145,181.887
RACGAP1,54.8343,52.568,53.0282,53.1236
RACGAP1P1,0,0,0,0
RACK1,3081.34,3067.11,2918.46,2850.17
RACK1P1,0,0,0,0
RACK1P2,0,0,0,0
RACK1P3,0,0,0,0
RAD1,28.259,24.9156,30.0925,29.2722
RAD17,18.6096,20.9999,22.9961,19.6466
RAD17P1,0,0,0,0
RAD17P2,0.0340472,0,0,0
RAD18,17.8557,19.018,18.3645,18.0038
RAD1P1,0,0.0864203,0,0
RAD1P2,0,0,0,0
RAD21,74.8844,72.0083,76.183,77.3512
RAD21-AS1,0.448265,0.336707,0.366758,0.123875
RAD21L1,0.0750982,0.210162,0.045872,0.0482522
RAD21P1,0,0,0,0
RAD23A,135.394,133.805,140.437,137.131
RAD23B,89.6421,88.5191,104.519,94.6862
RAD23BP1,0,0,0,0.0702511
RAD23BP2,0,0,0,0
RAD50,25.6535,24.2256,28.7654,28.4246
RAD51,21.5092,21.7902,21.5172,19.8182
RAD51AP1,46.1259,46.4744,44.9156,49.1303
RAD51AP1P1,0,0,0,0
RAD51AP2,0,0,0,0
RAD51-AS1,9.01349,8.27747,9.12051,8.63579
RAD51B,7.03543,11.0465,10.3472,11.0364
RAD51C,98.3183,87.0387,82.3862,79.5919
RAD51D,5.6826,7.2187,7.76184,8.3075
RAD52,11.6253,11.528,10.6767,12.4992
RAD54B,10.2749,12.7032,14.8223,11.9117
RAD54L2,8.82432,7.68757,7.90515,9.63214
RAD54L2P1,0,0,0,0
RAD54L,34.6999,31.4717,32.8872,46.8492
RAD9A,29.1417,30.352,28.2729,35.078
RAD9B,0.255348,0.600969,0.603753,0.616955
RADIL,8.1255,8.14215,8.36896,8.54535
RADX,73.4565,62.0299,75.9149,64.3166
RAE1,47.1322,41.4345,49.5972,41.7305
RAET1E,0.019407,0,0.0638896,0.0123712
RAET1E-AS1,0.059035,0.0532906,0.0647061,0.214212
RAET1G,0.709685,0.907267,0.655041,0.151589
RAET1K,1.19506,0.614294,1.59054,1.45536
RAET1L,0,0,0,0
RAET1M,0,0,0,0
RAF1,65.2737,60.8904,58.0351,51.9249
RAF1P1,0,0,0,0
RAG1,0.313656,0.0937249,0.794146,0.389036
RAG2,0.0277526,0.174505,0,0.0334093
RAI14,11.1053,10.5799,12.4686,16.1403
RAI1,22.1243,21.0341,24.2356,25.259
RAI1-AS1,0,0,0,0
RAI2,0.671247,0.476022,0.635893,0.362105
RALA,35.7446,26.0248,30.2223,28.6108
RALB,20.5478,20.2716,21.3895,20.9142
RALBP1,18.5226,17.1915,19.1214,18.7376
RALBP1P1,0,0,0,0
RALBP1P2,0,0,0,0
RALGAPA1,11.274,9.11174,10.9016,12.538
RALGAPA1P1,0.122043,0.158885,0.153306,0.207741
RALGAPA2,3.56074,3.4516,4.46107,5.03718
RALGAPB,15.1641,11.2996,12.7727,13.7711
RALGDS,25.7098,25.8758,29.2122,29.4333
RALGPS1,5.62583,3.89824,7.45216,7.66247
RALGPS2,12.3772,13.6651,12.2641,9.71889
RALGPS2-AS1,0.0339909,0.0916887,0,0.0409576
RALY,95.8992,89.9321,88.7258,95.4161
RALY-AS1,1.67134,1.77241,1.83727,1.99921
RALYL,0.199617,0,0,0
RAMAC,32.7299,33.2294,30.1361,27.304
RAMACL,5.00904,4.39465,3.79126,4.41947
RAMP1,26.3516,21.0167,19.5633,21.3803
RAMP2,2.26684,0.764367,1.63455,1.11159
RAMP2-AS1,1.90602,1.50978,1.64056,1.62119
RAMP3,0,0,0,0
RAN,910.548,899.009,919.763,844.599
RANBP10,9.62531,9.83704,8.86483,9.11063
RANBP1,600.516,596.706,603.686,576.76
RANBP17,8.56649,6.51297,5.09661,9.39598
RANBP1P1,0,0,0,0
RANBP20P,0.0318394,0,0,0
RANBP2,21.7956,20.5336,24.4299,23.4603
RANBP3,59.395,62.594,67.1973,69.5998
RANBP3-DT,6.0111,4.54676,5.62754,3.35403
RANBP3L,0.0138461,0.0249433,0,0
RANBP6,9.71384,10.7383,9.21177,9.09109
RANBP9,23.1214,23.0906,25.3276,25.0644
RANGAP1,73.732,81.3783,82.9254,92.1684
RANGRF,49.6651,47.6671,49.9904,51.2865
RANP1,0.805942,0.726868,0.295944,0.162344
RANP2,0,0,0,0
RANP3,0.505675,0.470452,0,0.627937
RANP4,2.13985,1.9517,0.688516,0.307598
RANP5,0,0,0,0
RANP6,0,0,0,0
RANP8,0.225115,0,0,0
RAP1A,37.5574,35.3824,37.8582,36.6242
RAP1AP,0,0,0,0
RAP1B,105.457,101.263,106.666,111.884
RAP1BL,0,0,0,0
RAP1BP1,0,0,0,0
RAP1BP2,0,0,0,0
RAP1BP3,0,0,0,0
RAP1GAP,1.93713,2.14589,2.09765,2.22542
RAP1GAP2,3.50639,1.49068,4.48114,2.5416
RAP1GDS1,19.3198,18.9404,22.8507,25.2738
RAP2A,11.5766,11.7166,11.4245,11.9783
RAP2B,3.27897,3.40705,3.29568,3.22623
RAP2C,25.5183,32.3388,27.2685,36.7375
RAP2C-AS1,1.2159,0.499601,0.723802,0.658024
RAP2CP1,0,0,0,0
RAPGEF1,12.3248,12.9544,16.4044,14.6423
RAPGEF2,12.3156,9.66233,12.722,11.0712
RAPGEF3,1.66638,2.19325,1.63535,1.39445
RAPGEF4,3.88763,3.95952,3.22123,4.25366
RAPGEF4-AS1,0.013833,0,0.0151804,0
RAPGEF5,2.21302,1.81725,2.40258,2.49724
RAPGEF6,8.83201,4.61256,5.36104,5.69148
RAPGEFL1,3.43884,4.05071,4.72226,3.51446
RAPH1,4.23827,3.07504,3.42043,3.81117
RAPSN,0.254635,0.0879313,0.272067,0.0574319
RARA,9.94959,12.1159,10.181,11.0703
RARA-AS1,0.873196,0.717308,0.416358,0.457737
RARB,7.17132,6.60216,9.08024,7.97105
RARG,5.73652,5.79933,7.41115,7.22785
RARRES1,0,0,0,0
RARRES2,0,0.216139,0.259574,0
RARRES2P10,0,0,0,0
RARRES2P11,0,0,0,0
RARRES2P2,0.0281949,0,0,0
RARRES2P4,0.936261,0.355152,0,0
RARS1,89.1757,97.2491,97.957,96.1229
RARS1P1,0,0,0,0
RARS2,29.4979,24.8538,34.5348,32.6085
RASA1,6.19958,6.95308,6.73651,8.57873
RASA2,4.24573,3.1967,6.3619,5.40718
RASA2-IT1,0,0,0,0
RASA3,2.29179,2.42446,2.09577,2.69867
RASA3-IT1,0,0,0,0
RASA4,5.3669,4.9501,5.56539,6.3985
RASA4B,0.872064,2.35887,1.67873,1.7333
RASA4CP,0.10824,0.351334,0.114685,0.138018
RASA4DP,0.492467,0.287515,0.544231,0.230752
RASAL1,0.147867,0.482141,0.219257,0.289691
RASAL2,6.42202,6.61285,6.49749,6.74732
RASAL2-AS1,0.869303,0.401174,0.628932,0.535527
RASAL3,0.094331,0.0403415,0,0
RASD1,0.389723,0.26929,0.512871,0.240562
RASD2,0.639128,0.455272,0.618783,0.700567
RASEF,10.2012,9.02521,11.6675,11.0483
RASGEF1A,4.73103,4.14432,4.9105,4.11315
RASGEF1B,5.08123,4.67303,4.35698,3.91835
RASGEF1C,0.783518,1.18033,1.40088,1.33811
RASGRF1,0.148938,0.226321,0.215574,0.757963
RASGRF2,1.69286,1.60071,2.07218,1.97558
RASGRF2-AS1,0.0696145,0.490212,0.301538,0.204567
RASGRP1,1.11466,1.07194,0.862682,0.903075
RASGRP2,2.70375,2.58271,2.73044,4.40112
RASGRP3,0.878525,0.867208,1.09097,1.3267
RASGRP4,0.0290324,0.0260842,0.0318472,0
RASIP1,1.75517,1.27712,3.07297,2.50439
RASL10A,1.2913,2.27949,2.06548,1.46186
RASL10B,3.50469,2.59524,3.29351,2.38367
RASL11A,12.6055,10.8732,14.0028,8.42728
RASL11B,2.77928,3.09045,2.47003,1.73173
RASL12,0.0262082,0,0,0.0946284
RASSF10,0.0233779,0.0419706,0.0256484,0.0281244
RASSF10-DT,0.122136,0,0,0
RASSF1,22.6838,22.8779,22.8109,24.6766
RASSF1-AS1,1.57917,2.15159,1.0806,0.60051
RASSF2,2.16247,2.03178,2.18152,2.93299
RASSF3,8.7611,9.08439,9.88508,11.3212
RASSF3-DT,0,0,0,0
RASSF4,2.58867,1.9463,2.26998,2.49821
RASSF5,4.8162,4.62259,4.75602,5.12314
RASSF6,0.299663,0.248254,0.081256,0.259162
